subject,item,condition,prof,RT
subject48,item34,word,91.55866773,513.5404221
subject48,item35,nonword,91.55866773,697.8816636
subject48,item36,word,91.55866773,524.2822895
subject48,item37,nonword,91.55866773,397.2832183
subject48,item38,word,91.55866773,431.3869748
subject48,item39,nonword,91.55866773,344.7956551
subject48,item40,word,91.55866773,343.3130685
subject49,item01,word,82.71941594,370.5011757
subject49,item02,nonword,82.71941594,1444.167621
subject49,item03,word,82.71941594,914.4907916
subject49,item04,nonword,82.71941594,988.9178087
subject49,item05,word,82.71941594,517.7035803
subject49,item06,nonword,82.71941594,1087.126927
subject49,item07,word,82.71941594,720.4849685
subject49,item08,nonword,82.71941594,1238.537153
subject49,item09,word,82.71941594,312.3985012
subject49,item10,nonword,82.71941594,701.9384662
subject49,item11,word,82.71941594,785.6430269
subject49,item12,nonword,82.71941594,430.6345748
subject49,item13,word,82.71941594,534.2415287
subject49,item14,nonword,82.71941594,709.2050229
subject49,item15,word,82.71941594,545.96587
subject49,item16,nonword,82.71941594,847.6461655
subject49,item17,word,82.71941594,650.1671285
subject49,item18,nonword,82.71941594,654.7852854
subject49,item19,word,82.71941594,946.217893
subject49,item20,nonword,82.71941594,855.801144
subject49,item21,word,82.71941594,892.9329942
subject49,item22,nonword,82.71941594,952.018113
subject49,item23,word,82.71941594,586.5990067
subject49,item24,nonword,82.71941594,787.4251107
subject49,item25,word,82.71941594,648.9967934
subject49,item26,nonword,82.71941594,332.4373733
subject49,item27,word,82.71941594,634.5330993
subject49,item28,nonword,82.71941594,427.7211494
subject49,item29,word,82.71941594,875.0376239
subject49,item30,nonword,82.71941594,518.1100634
subject49,item31,word,82.71941594,407.3202452
subject49,item32,nonword,82.71941594,967.2639736
subject49,item33,word,82.71941594,509.6184746
subject49,item34,nonword,82.71941594,596.9984459
subject49,item35,word,82.71941594,407.3052382
subject49,item36,nonword,82.71941594,1291.62668
subject49,item37,word,82.71941594,723.8514917
subject49,item38,nonword,82.71941594,838.7782606
subject49,item39,word,82.71941594,587.1672868
subject49,item40,nonword,82.71941594,982.0834663
subject50,item01,nonword,82.71941594,307.1588629
subject50,item02,word,82.71941594,436.0284042
subject50,item03,nonword,82.71941594,609.1497926
subject50,item04,word,82.71941594,547.1399594
subject50,item05,nonword,82.71941594,605.4115104
subject50,item06,word,82.71941594,269.1405394
subject50,item07,nonword,82.71941594,464.686411
subject50,item08,word,82.71941594,349.509082
subject50,item09,nonword,82.71941594,470.3249171
subject50,item10,word,82.71941594,573.5082709
subject50,item11,nonword,82.71941594,1848.11243
subject50,item12,word,82.71941594,390.8945513
subject50,item13,nonword,82.71941594,582.7868882
subject50,item14,word,82.71941594,501.5388309
subject50,item15,nonword,82.71941594,636.6715747
subject50,item16,word,82.71941594,203.9037842
subject50,item17,nonword,82.71941594,565.3754777
subject50,item18,word,82.71941594,280.1164175
subject50,item19,nonword,82.71941594,867.3270524
subject50,item20,word,82.71941594,223.5238041
subject50,item21,nonword,82.71941594,652.1465442
subject50,item22,word,82.71941594,1020.064851
subject50,item23,nonword,82.71941594,433.198854
subject50,item24,word,82.71941594,123.0409985
subject50,item25,nonword,82.71941594,665.2813656
subject50,item26,word,82.71941594,301.1901959
subject50,item27,nonword,82.71941594,742.557204
subject50,item28,word,82.71941594,299.1623727
subject50,item29,nonword,82.71941594,600.3271909
subject50,item30,word,82.71941594,552.2209803
subject50,item31,nonword,82.71941594,540.6872098
subject50,item32,word,82.71941594,559.6132752
subject50,item33,nonword,82.71941594,503.6838507
subject50,item34,word,82.71941594,274.9237252
subject50,item35,nonword,82.71941594,520.1778701
subject50,item36,word,82.71941594,477.5101166
subject50,item37,nonword,82.71941594,1066.445417
subject50,item38,word,82.71941594,271.1712752
subject50,item39,nonword,82.71941594,428.4819719
subject50,item40,word,82.71941594,494.6087528
subject51,item01,word,79.94772706,337.7881828
subject51,item02,nonword,79.94772706,1477.332471
subject51,item03,word,79.94772706,1302.42799
subject51,item04,nonword,79.94772706,532.9585642
subject51,item05,word,79.94772706,1172.414219
subject51,item06,nonword,79.94772706,1487.039641
subject51,item07,word,79.94772706,778.6242097
subject51,item08,nonword,79.94772706,671.6316821
subject51,item09,word,79.94772706,410.835511
subject51,item10,nonword,79.94772706,751.7410743
subject51,item11,word,79.94772706,819.5047878
subject51,item12,nonword,79.94772706,704.4210674
subject51,item13,word,79.94772706,730.4934963
subject51,item14,nonword,79.94772706,562.5739904
subject51,item15,word,79.94772706,455.7349626
subject51,item16,nonword,79.94772706,775.5359494
subject51,item17,word,79.94772706,709.8591375
subject51,item18,nonword,79.94772706,1162.465869
subject51,item19,word,79.94772706,460.8974925
subject51,item20,nonword,79.94772706,1228.007014
subject51,item21,word,79.94772706,504.0221095
subject51,item22,nonword,79.94772706,2017.418427
subject51,item23,word,79.94772706,610.1065921
subject51,item24,nonword,79.94772706,307.0625519
subject51,item25,word,79.94772706,879.5979757
subject51,item26,nonword,79.94772706,424.3388274
subject51,item27,word,79.94772706,889.0243862
subject51,item28,nonword,79.94772706,462.4047265
subject51,item29,word,79.94772706,784.4819958
subject51,item30,nonword,79.94772706,1268.686391
subject51,item31,word,79.94772706,839.9799594
subject51,item32,nonword,79.94772706,1847.945675
subject51,item33,word,79.94772706,439.3396498
subject51,item34,nonword,79.94772706,1155.330555
subject51,item35,word,79.94772706,594.4587021
subject51,item36,nonword,79.94772706,1195.646302
subject51,item37,word,79.94772706,675.0051413
subject51,item38,nonword,79.94772706,1127.594708
subject51,item39,word,79.94772706,432.851655
subject51,item40,nonword,79.94772706,1021.630394
subject52,item01,nonword,79.94772706,543.1340067
subject52,item02,word,79.94772706,680.7908962
subject52,item03,nonword,79.94772706,1061.487349
subject52,item04,word,79.94772706,507.9788766
subject52,item05,nonword,79.94772706,406.2376231
subject52,item06,word,79.94772706,843.3061577
subject52,item07,nonword,79.94772706,601.2786077
subject52,item08,word,79.94772706,403.1078913
subject52,item09,nonword,79.94772706,337.387156
subject52,item10,word,79.94772706,648.4052171
subject52,item11,nonword,79.94772706,804.3868127
subject52,item12,word,79.94772706,344.4966631
subject52,item13,nonword,79.94772706,436.4928891
subject52,item14,word,79.94772706,836.3931648
subject52,item15,nonword,79.94772706,383.5188846
subject52,item16,word,79.94772706,458.9347651
subject52,item17,nonword,79.94772706,491.0164337
subject52,item18,word,79.94772706,364.8101057
subject52,item19,nonword,79.94772706,815.8519674
subject52,item20,word,79.94772706,393.7702044
subject52,item21,nonword,79.94772706,526.2714211
subject52,item22,word,79.94772706,629.2148316
subject52,item23,nonword,79.94772706,865.8063788
subject52,item24,word,79.94772706,227.6848736
subject52,item25,nonword,79.94772706,1328.63755
subject52,item26,word,79.94772706,327.1866333
subject52,item27,nonword,79.94772706,974.4793715
subject52,item28,word,79.94772706,345.468018
subject52,item29,nonword,79.94772706,875.0446939
subject52,item30,word,79.94772706,583.8582554
subject52,item31,nonword,79.94772706,748.4933361
subject52,item32,word,79.94772706,294.3868465
subject52,item33,nonword,79.94772706,433.3379256
subject52,item34,word,79.94772706,414.8190697
subject52,item35,nonword,79.94772706,873.8160082
subject52,item36,word,79.94772706,500.5378585
subject52,item37,nonword,79.94772706,1076.67779
subject52,item38,word,79.94772706,842.4558981
subject52,item39,nonword,79.94772706,481.7833029
subject52,item40,word,79.94772706,532.0609241
subject53,item01,word,88.38742829,286.8293423
subject53,item02,nonword,88.38742829,913.9425596
subject53,item03,word,88.38742829,652.9515784
subject53,item04,nonword,88.38742829,449.1331748
subject53,item05,word,88.38742829,358.55655
subject53,item06,nonword,88.38742829,806.421907
subject53,item07,word,88.38742829,468.8950162
subject53,item08,nonword,88.38742829,144.11402
subject53,item09,word,88.38742829,315.8375902
subject53,item10,nonword,88.38742829,488.1309239
subject53,item11,word,88.38742829,560.7333905
subject53,item12,nonword,88.38742829,266.4797494
subject53,item13,word,88.38742829,271.5706401
subject53,item14,nonword,88.38742829,726.0714831
subject53,item15,word,88.38742829,445.2186213
subject53,item16,nonword,88.38742829,516.1547509
subject53,item17,word,88.38742829,517.7393055
subject53,item18,nonword,88.38742829,388.8504949
subject53,item19,word,88.38742829,458.1356429
subject53,item20,nonword,88.38742829,277.0530439
subject53,item21,word,88.38742829,292.7812222
subject53,item22,nonword,88.38742829,524.3960455
subject53,item23,word,88.38742829,410.9458525
subject53,item24,nonword,88.38742829,260.6510162
subject53,item25,word,88.38742829,418.3395526
subject53,item26,nonword,88.38742829,318.9168538
subject53,item27,word,88.38742829,346.0429954
subject53,item28,nonword,88.38742829,356.5713986
subject53,item29,word,88.38742829,383.6387962
subject53,item30,nonword,88.38742829,494.3468179
subject53,item31,word,88.38742829,807.0595003
subject53,item32,nonword,88.38742829,734.3147065
subject53,item33,word,88.38742829,172.3387584
subject53,item34,nonword,88.38742829,666.9819861
subject53,item35,word,88.38742829,455.789647
subject53,item36,nonword,88.38742829,550.4477489
subject53,item37,word,88.38742829,468.9650178
subject53,item38,nonword,88.38742829,344.7132632
subject53,item39,word,88.38742829,506.2552585
subject53,item40,nonword,88.38742829,655.7404796
subject54,item01,nonword,88.38742829,161.1458288
subject54,item02,word,88.38742829,687.9590654
subject54,item03,nonword,88.38742829,569.0773479
subject54,item04,word,88.38742829,370.5432506
subject54,item05,nonword,88.38742829,429.3026282
subject54,item06,word,88.38742829,630.3763711
subject54,item07,nonword,88.38742829,432.8343303
subject54,item08,word,88.38742829,224.0813139
subject54,item09,nonword,88.38742829,178.0992319
subject54,item10,word,88.38742829,435.4736784
subject54,item11,nonword,88.38742829,429.8889103
subject54,item12,word,88.38742829,329.2567063
subject54,item13,nonword,88.38742829,573.3172131
subject54,item14,word,88.38742829,423.9769726
subject54,item15,nonword,88.38742829,395.9187319
subject54,item16,word,88.38742829,398.9896448
subject54,item17,nonword,88.38742829,458.9957966
subject54,item18,word,88.38742829,455.2995933
subject54,item19,nonword,88.38742829,534.0099481
subject54,item20,word,88.38742829,326.5414146
subject54,item21,nonword,88.38742829,520.7165952
subject54,item22,word,88.38742829,599.3285949
subject54,item23,nonword,88.38742829,426.3203038
subject54,item24,word,88.38742829,198.301189
subject54,item25,nonword,88.38742829,521.7915821
subject54,item26,word,88.38742829,170.0310976
subject54,item27,nonword,88.38742829,582.1369596
subject54,item28,word,88.38742829,365.7938643
subject54,item29,nonword,88.38742829,342.5446862
subject54,item30,word,88.38742829,214.3545217
subject54,item31,nonword,88.38742829,545.587986
subject54,item32,word,88.38742829,349.2634601
subject54,item33,nonword,88.38742829,230.9499458
subject54,item34,word,88.38742829,314.1439661
subject54,item35,nonword,88.38742829,465.6469791
subject54,item36,word,88.38742829,348.7118685
subject54,item37,nonword,88.38742829,455.5497577
subject54,item38,word,88.38742829,350.1132774
subject54,item39,nonword,88.38742829,321.1827534
subject54,item40,word,88.38742829,401.1969359
subject55,item01,word,99.53718226,227.4672934
subject55,item02,nonword,99.53718226,195.3346817
subject55,item03,word,99.53718226,244.5510566
subject55,item04,nonword,99.53718226,211.3211789
subject55,item05,word,99.53718226,229.2967103
subject55,item06,nonword,99.53718226,227.1912232
subject55,item07,word,99.53718226,224.9470514
subject55,item08,nonword,99.53718226,159.5624878
subject55,item09,word,99.53718226,184.0898667
subject55,item10,nonword,99.53718226,290.5093047
subject55,item11,word,99.53718226,515.155069
subject55,item12,nonword,99.53718226,257.3113856
subject55,item13,word,99.53718226,203.009689
subject55,item14,nonword,99.53718226,263.2565468
subject55,item15,word,99.53718226,150.904442
subject55,item16,nonword,99.53718226,152.2707833
subject55,item17,word,99.53718226,260.658765
subject55,item18,nonword,99.53718226,220.7716473
subject55,item19,word,99.53718226,180.0495207
subject55,item20,nonword,99.53718226,310.7750966
subject55,item21,word,99.53718226,196.6743116
subject55,item22,nonword,99.53718226,236.9616166
subject55,item23,word,99.53718226,272.3109373
subject55,item24,nonword,99.53718226,87.49618073
subject55,item25,word,99.53718226,233.1229779
subject55,item26,nonword,99.53718226,115.3432958
subject55,item27,word,99.53718226,244.3101361
subject55,item28,nonword,99.53718226,182.6748537
subject55,item29,word,99.53718226,217.6833442
subject55,item30,nonword,99.53718226,165.0480733
subject55,item31,word,99.53718226,216.6188851
subject55,item32,nonword,99.53718226,205.889908
subject55,item33,word,99.53718226,152.7460616
subject55,item34,nonword,99.53718226,199.3183125
subject55,item35,word,99.53718226,241.2883336
subject55,item36,nonword,99.53718226,219.4357594
subject55,item37,word,99.53718226,190.3601023
subject55,item38,nonword,99.53718226,131.7913431
subject55,item39,word,99.53718226,185.4332283
subject55,item40,nonword,99.53718226,438.5581946
subject56,item01,nonword,99.53718226,303.7926185
subject56,item02,word,99.53718226,447.0495207
subject56,item03,nonword,99.53718226,542.8621141
subject56,item04,word,99.53718226,516.8423531
subject56,item05,nonword,99.53718226,685.7440014
subject56,item06,word,99.53718226,151.0321308
subject56,item07,nonword,99.53718226,464.8822838
subject56,item08,word,99.53718226,329.625758
subject56,item09,nonword,99.53718226,340.193221
subject56,item10,word,99.53718226,250.2985836
subject56,item11,nonword,99.53718226,1166.321305
subject56,item12,word,99.53718226,189.2631592
subject56,item13,nonword,99.53718226,302.1711722
subject56,item14,word,99.53718226,366.6571108
subject56,item15,nonword,99.53718226,317.2716381
subject56,item16,word,99.53718226,173.5433859
subject56,item17,nonword,99.53718226,431.2973231
subject56,item18,word,99.53718226,189.8759189
subject56,item19,nonword,99.53718226,338.044402
subject56,item20,word,99.53718226,442.3465482
subject56,item21,nonword,99.53718226,444.3815261
subject56,item22,word,99.53718226,428.2930871
subject56,item23,nonword,99.53718226,421.1874906
subject56,item24,word,99.53718226,106.8519256
subject56,item25,nonword,99.53718226,473.746438
subject56,item26,word,99.53718226,273.5694715
subject56,item27,nonword,99.53718226,461.8733977
subject56,item28,word,99.53718226,193.1988278
subject56,item29,nonword,99.53718226,554.658111
subject56,item30,word,99.53718226,251.6602439
subject56,item31,nonword,99.53718226,278.4789994
subject56,item32,word,99.53718226,349.2673547
subject56,item33,nonword,99.53718226,271.0513236
subject56,item34,word,99.53718226,261.0453647
subject56,item35,nonword,99.53718226,599.4334308
subject56,item36,word,99.53718226,714.8892367
subject56,item37,nonword,99.53718226,396.2115378
subject56,item38,word,99.53718226,185.137667
subject56,item39,nonword,99.53718226,258.560479
subject56,item40,word,99.53718226,353.9268809
subject57,item01,word,90.38027122,367.9267986
subject57,item02,nonword,90.38027122,449.4907097
subject57,item03,word,90.38027122,320.6458001
subject57,item04,nonword,90.38027122,231.5794158
subject57,item05,word,90.38027122,299.203335
subject57,item06,nonword,90.38027122,344.9415638
subject57,item07,word,90.38027122,389.1093603
subject57,item08,nonword,90.38027122,250.3414581
subject57,item09,word,90.38027122,164.3731276
subject57,item10,nonword,90.38027122,173.5263035
subject57,item11,word,90.38027122,611.3488171
subject57,item12,nonword,90.38027122,220.4620414
subject57,item13,word,90.38027122,505.7095777
subject57,item14,nonword,90.38027122,379.920248
subject57,item15,word,90.38027122,312.3795676
subject57,item16,nonword,90.38027122,303.6085454
subject57,item17,word,90.38027122,288.8429643
subject57,item18,nonword,90.38027122,541.0137835
subject57,item19,word,90.38027122,271.4276415
subject57,item20,nonword,90.38027122,167.3220186
subject57,item21,word,90.38027122,389.6332979
subject57,item22,nonword,90.38027122,479.1186989
subject57,item23,word,90.38027122,334.8688685
subject57,item24,nonword,90.38027122,119.8967018
subject57,item25,word,90.38027122,495.4617994
subject57,item26,nonword,90.38027122,187.2283617
subject57,item27,word,90.38027122,252.7020605
subject57,item28,nonword,90.38027122,275.1469689
subject57,item29,word,90.38027122,203.812273
subject57,item30,nonword,90.38027122,254.3646413
subject57,item31,word,90.38027122,338.1688597
subject57,item32,nonword,90.38027122,262.9553382
subject57,item33,word,90.38027122,375.0156861
subject57,item34,nonword,90.38027122,290.595557
subject57,item35,word,90.38027122,636.531933
subject57,item36,nonword,90.38027122,1008.779703
subject57,item37,word,90.38027122,617.3231087
subject57,item38,nonword,90.38027122,470.1881266
subject57,item39,word,90.38027122,310.7272872
subject57,item40,nonword,90.38027122,381.487074
subject58,item01,nonword,90.38027122,243.9248844
subject58,item02,word,90.38027122,473.778045
subject58,item03,nonword,90.38027122,272.873925
subject58,item04,word,90.38027122,528.1429689
subject58,item05,nonword,90.38027122,370.5763617
subject58,item06,word,90.38027122,301.6882378
subject58,item07,nonword,90.38027122,321.9233855
subject58,item08,word,90.38027122,283.3200509
subject58,item09,nonword,90.38027122,133.1607762
subject58,item10,word,90.38027122,457.7317204
subject58,item11,nonword,90.38027122,570.3217723
subject58,item12,word,90.38027122,173.2044903
subject58,item13,nonword,90.38027122,373.5724297
subject58,item14,word,90.38027122,250.9344651
subject58,item15,nonword,90.38027122,117.6492912
subject58,item16,word,90.38027122,383.1020493
subject58,item17,nonword,90.38027122,191.7534557
subject58,item18,word,90.38027122,169.670149
subject58,item19,nonword,90.38027122,197.9981927
subject58,item20,word,90.38027122,564.940006
subject58,item21,nonword,90.38027122,582.8582729
subject58,item22,word,90.38027122,410.1991748
subject58,item23,nonword,90.38027122,251.512861
subject58,item24,word,90.38027122,164.095299
subject58,item25,nonword,90.38027122,549.7446813
subject58,item26,word,90.38027122,170.625776
subject58,item27,nonword,90.38027122,356.06007
subject58,item28,word,90.38027122,237.1176012
subject58,item29,nonword,90.38027122,458.6252347
subject58,item30,word,90.38027122,280.7558678
subject58,item31,nonword,90.38027122,241.9634778
subject58,item32,word,90.38027122,265.7996867
subject58,item33,nonword,90.38027122,147.9109823
subject58,item34,word,90.38027122,399.2505539
subject58,item35,nonword,90.38027122,352.0322281
subject58,item36,word,90.38027122,432.4811275
subject58,item37,nonword,90.38027122,279.8744556
subject58,item38,word,90.38027122,650.5245878
subject58,item39,nonword,90.38027122,171.2001576
subject58,item40,word,90.38027122,331.2344468
subject59,item01,word,85.73643669,384.1635511
subject59,item02,nonword,85.73643669,549.4777963
subject59,item03,word,85.73643669,657.5460334
subject59,item04,nonword,85.73643669,666.2237633
subject59,item05,word,85.73643669,705.8622589
subject59,item06,nonword,85.73643669,675.0069404
subject59,item07,word,85.73643669,474.8913137
subject59,item08,nonword,85.73643669,406.0474724
subject59,item09,word,85.73643669,234.2603018
subject59,item10,nonword,85.73643669,720.1953833
subject59,item11,word,85.73643669,1141.314867
subject59,item12,nonword,85.73643669,251.7352824
subject59,item13,word,85.73643669,396.3074006
subject59,item14,nonword,85.73643669,487.1263825
subject59,item15,word,85.73643669,332.7646618
subject59,item16,nonword,85.73643669,773.6307444
subject59,item17,word,85.73643669,660.1138147
subject59,item18,nonword,85.73643669,549.8228668
subject59,item19,word,85.73643669,562.1979741
subject59,item20,nonword,85.73643669,473.2205794
subject59,item21,word,85.73643669,499.8040364
subject59,item22,nonword,85.73643669,478.0580601
subject59,item23,word,85.73643669,268.2046046
subject59,item24,nonword,85.73643669,201.6143179
subject59,item25,word,85.73643669,506.7952088
subject59,item26,nonword,85.73643669,267.9779258
subject59,item27,word,85.73643669,537.7066884
subject59,item28,nonword,85.73643669,342.6830459
subject59,item29,word,85.73643669,613.9879338
subject59,item30,nonword,85.73643669,355.0067441
subject59,item31,word,85.73643669,425.0045896
subject59,item32,nonword,85.73643669,1000.359083
subject59,item33,word,85.73643669,290.0823197
subject59,item34,nonword,85.73643669,932.559018
subject59,item35,word,85.73643669,378.0947067
subject59,item36,nonword,85.73643669,676.8796884
subject59,item37,word,85.73643669,976.9116545
subject59,item38,nonword,85.73643669,507.9556869
subject59,item39,word,85.73643669,330.8890008
subject59,item40,nonword,85.73643669,920.6500992
subject60,item01,nonword,85.73643669,365.4349702
subject60,item02,word,85.73643669,504.4847787
subject60,item03,nonword,85.73643669,527.7015185
subject60,item04,word,85.73643669,349.5301855
subject60,item05,nonword,85.73643669,690.450248
subject60,item06,word,85.73643669,620.9175955
subject60,item07,nonword,85.73643669,1164.134534
subject60,item08,word,85.73643669,413.143971
subject60,item09,nonword,85.73643669,390.8417229
subject60,item10,word,85.73643669,633.5872976
subject60,item11,nonword,85.73643669,1257.628606
subject60,item12,word,85.73643669,355.3248337
subject60,item13,nonword,85.73643669,918.8662391
subject60,item14,word,85.73643669,466.8165003
subject60,item15,nonword,85.73643669,554.7895459
subject60,item16,word,85.73643669,390.7414852
subject60,item17,nonword,85.73643669,440.1881341
subject60,item18,word,85.73643669,267.2835195
subject60,item19,nonword,85.73643669,914.9829865
subject60,item20,word,85.73643669,329.077417
subject60,item21,nonword,85.73643669,773.8176042
subject60,item22,word,85.73643669,619.393907
subject60,item23,nonword,85.73643669,868.7937539
subject60,item24,word,85.73643669,211.9022793
subject60,item25,nonword,85.73643669,850.1251112
subject60,item26,word,85.73643669,236.3130347
subject60,item27,nonword,85.73643669,718.8616782
subject60,item28,word,85.73643669,445.0763141
subject60,item29,nonword,85.73643669,1370.032555
subject60,item30,word,85.73643669,475.6643015
subject60,item31,nonword,85.73643669,890.1554433
subject60,item32,word,85.73643669,479.5364219
subject60,item33,nonword,85.73643669,418.4059246
subject60,item34,word,85.73643669,531.140479
subject60,item35,nonword,85.73643669,375.4303669
subject60,item36,word,85.73643669,330.1213311
subject60,item37,nonword,85.73643669,1066.673909
subject60,item38,word,85.73643669,422.2296953
subject60,item39,nonword,85.73643669,445.2758096
subject60,item40,word,85.73643669,404.2513893
subject61,item01,word,98.59854206,146.2252077
subject61,item02,nonword,98.59854206,189.8654741
subject61,item03,word,98.59854206,258.6800893
subject61,item04,nonword,98.59854206,323.5609805
subject61,item05,word,98.59854206,189.2779694
subject61,item06,nonword,98.59854206,344.5195253
subject61,item07,word,98.59854206,273.7907811
subject61,item08,nonword,98.59854206,198.2634436
subject61,item09,word,98.59854206,177.6646453
subject61,item10,nonword,98.59854206,287.324692
subject61,item11,word,98.59854206,387.4813109
subject61,item12,nonword,98.59854206,127.1318349
subject61,item13,word,98.59854206,396.3472961
subject61,item14,nonword,98.59854206,184.819829
subject61,item15,word,98.59854206,305.3282268
subject61,item16,nonword,98.59854206,193.7927408
subject61,item17,word,98.59854206,224.8295863
subject61,item18,nonword,98.59854206,328.5233789
subject61,item19,word,98.59854206,222.4138463
subject61,item20,nonword,98.59854206,143.0514478
subject61,item21,word,98.59854206,376.9156819
subject61,item22,nonword,98.59854206,302.0444172
subject61,item23,word,98.59854206,279.9011602
subject61,item24,nonword,98.59854206,84.19232562
subject61,item25,word,98.59854206,186.8638147
subject61,item26,nonword,98.59854206,97.35587899
subject61,item27,word,98.59854206,120.969444
subject61,item28,nonword,98.59854206,164.8492885
subject61,item29,word,98.59854206,253.212079
subject61,item30,nonword,98.59854206,125.0137993
subject61,item31,word,98.59854206,281.0117819
subject61,item32,nonword,98.59854206,258.5809989
subject61,item33,word,98.59854206,213.0971713
subject61,item34,nonword,98.59854206,230.0202964
subject61,item35,word,98.59854206,407.8305152
subject61,item36,nonword,98.59854206,240.7368314
subject61,item37,word,98.59854206,414.4535563
subject61,item38,nonword,98.59854206,169.7388852
subject61,item39,word,98.59854206,231.4236947
subject61,item40,nonword,98.59854206,214.3693766
subject62,item01,nonword,98.59854206,121.1544134
subject62,item02,word,98.59854206,281.8677482
subject62,item03,nonword,98.59854206,201.7316915
subject62,item04,word,98.59854206,263.4933622
subject62,item05,nonword,98.59854206,242.1056205
subject62,item06,word,98.59854206,276.8900439
subject62,item07,nonword,98.59854206,270.6795012
subject62,item08,word,98.59854206,165.0077148
subject62,item09,nonword,98.59854206,100.7502098
subject62,item10,word,98.59854206,261.9089609
subject62,item11,nonword,98.59854206,321.2902199
subject62,item12,word,98.59854206,229.5563612
subject62,item13,nonword,98.59854206,198.9821078
subject62,item14,word,98.59854206,167.9545973
subject62,item15,nonword,98.59854206,168.611521
subject62,item16,word,98.59854206,258.6166663
subject62,item17,nonword,98.59854206,215.0308295
subject62,item18,word,98.59854206,163.7185979
subject62,item19,nonword,98.59854206,203.548729
subject62,item20,word,98.59854206,183.2085978
subject62,item21,nonword,98.59854206,182.9125109
subject62,item22,word,98.59854206,321.447871
subject62,item23,nonword,98.59854206,162.5155161
subject62,item24,word,98.59854206,117.6792814
subject62,item25,nonword,98.59854206,231.0980779
subject62,item26,word,98.59854206,108.4081268
subject62,item27,nonword,98.59854206,266.3813825
subject62,item28,word,98.59854206,180.5463539
subject62,item29,nonword,98.59854206,381.143415
subject62,item30,word,98.59854206,216.2309185
subject62,item31,nonword,98.59854206,149.537085
subject62,item32,word,98.59854206,215.252324
subject62,item33,nonword,98.59854206,189.6494237
subject62,item34,word,98.59854206,275.2923775
subject62,item35,nonword,98.59854206,210.1579946
subject62,item36,word,98.59854206,329.077553
subject62,item37,nonword,98.59854206,237.6789388
subject62,item38,word,98.59854206,485.9235265
subject62,item39,nonword,98.59854206,116.4111457
subject62,item40,word,98.59854206,354.2172577
subject63,item01,word,90.31239578,240.3851195
subject63,item02,nonword,90.31239578,652.3091963
subject63,item03,word,90.31239578,743.0131387
subject63,item04,nonword,90.31239578,618.1820356
subject63,item05,word,90.31239578,632.2529691
subject63,item06,nonword,90.31239578,402.2121888
subject63,item07,word,90.31239578,736.9321865
subject63,item08,nonword,90.31239578,255.0732572
subject63,item09,word,90.31239578,374.9453977
subject63,item10,nonword,90.31239578,336.3241735
subject63,item11,word,90.31239578,851.2210347
subject63,item12,nonword,90.31239578,242.7219456
subject63,item13,word,90.31239578,366.9141868
subject63,item14,nonword,90.31239578,583.5554313
subject63,item15,word,90.31239578,389.6559555
subject63,item16,nonword,90.31239578,350.9827454
subject63,item17,word,90.31239578,599.799303
subject63,item18,nonword,90.31239578,359.6489488
subject63,item19,word,90.31239578,382.7081198
subject63,item20,nonword,90.31239578,377.2365052
subject63,item21,word,90.31239578,288.5054176
subject63,item22,nonword,90.31239578,431.088371
subject63,item23,word,90.31239578,433.5412361
subject63,item24,nonword,90.31239578,242.3714972
subject63,item25,word,90.31239578,989.6909101
subject63,item26,nonword,90.31239578,164.5751914
subject63,item27,word,90.31239578,603.0631979
subject63,item28,nonword,90.31239578,285.6999323
subject63,item29,word,90.31239578,425.0936568
subject63,item30,nonword,90.31239578,537.3756563
subject63,item31,word,90.31239578,555.6719406
subject63,item32,nonword,90.31239578,457.2507691
subject63,item33,word,90.31239578,193.9010375
subject63,item34,nonword,90.31239578,458.5286567
subject63,item35,word,90.31239578,526.7009304
subject63,item36,nonword,90.31239578,434.2861746
subject63,item37,word,90.31239578,418.6018894
subject63,item38,nonword,90.31239578,634.213833
subject63,item39,word,90.31239578,347.112054
subject63,item40,nonword,90.31239578,355.8667571
subject64,item01,nonword,90.31239578,167.0872761
subject64,item02,word,90.31239578,490.4754523
subject64,item03,nonword,90.31239578,465.9383439
subject64,item04,word,90.31239578,357.9068722
subject64,item05,nonword,90.31239578,314.0724547
subject64,item06,word,90.31239578,328.593063
subject64,item07,nonword,90.31239578,437.3896299
subject64,item08,word,90.31239578,635.3665166
subject64,item09,nonword,90.31239578,239.3352511
subject64,item10,word,90.31239578,342.0547984
subject64,item11,nonword,90.31239578,1415.696821
subject64,item12,word,90.31239578,185.4321206
subject64,item13,nonword,90.31239578,365.6704619
subject64,item14,word,90.31239578,251.9626235
subject64,item15,nonword,90.31239578,323.3578614
subject64,item16,word,90.31239578,249.100329
subject64,item17,nonword,90.31239578,323.475444
subject64,item18,word,90.31239578,393.3315692
subject64,item19,nonword,90.31239578,284.6166806
subject64,item20,word,90.31239578,391.8304365
subject64,item21,nonword,90.31239578,640.9268738
subject64,item22,word,90.31239578,721.1346881
subject64,item23,nonword,90.31239578,442.7263349
subject64,item24,word,90.31239578,174.143077
subject64,item25,nonword,90.31239578,537.1582877
subject64,item26,word,90.31239578,315.8806419
subject64,item27,nonword,90.31239578,513.8394007
subject64,item28,word,90.31239578,374.6828171
subject64,item29,nonword,90.31239578,431.7762241
subject64,item30,word,90.31239578,234.3260379
subject64,item31,nonword,90.31239578,537.5550826
