"","subject","L1.1","item","attachment","context","RT"
"2379","Particpant404","Persian","item03","DP2","DP2",501.4305504
"2380","Particpant404","Persian","item04","DP1","DP1",365.9331708
"2381","Particpant404","Persian","item05","DP1","DP2",480.4283229
"2382","Particpant404","Persian","item06","DP2","DP1",563.5360857
"2383","Particpant404","Persian","item07","DP2","DP2",484.3656117
"2384","Particpant404","Persian","item08","DP1","DP1",435.3942675
"2385","Particpant404","Persian","item09","DP1","DP2",439.7504307
"2386","Particpant404","Persian","item10","DP2","DP1",518.9796318
"2387","Particpant404","Persian","item11","DP2","DP2",406.1825544
"2388","Particpant404","Persian","item12","DP1","DP1",770.0931044
"2389","Particpant404","Persian","item13","DP1","DP2",539.7367224
"2390","Particpant404","Persian","item14","DP2","DP1",288.36376917
"2391","Particpant404","Persian","item15","DP2","DP2",345.6317547
"2392","Particpant404","Persian","item16","DP1","DP1",336.5006946
"2393","Particpant404","Persian","item17","DP1","DP2",1010.5220228
"2394","Particpant404","Persian","item18","DP2","DP1",1272.6021792
"2395","Particpant404","Persian","item19","DP2","DP2",460.8964652
"2396","Particpant404","Persian","item20","DP1","DP1",966.7324084
"2397","Particpant404","Persian","item21","DP1","DP2",367.32126728
"2398","Particpant404","Persian","item22","DP2","DP1",503.493646
"2399","Particpant404","Persian","item23","DP2","DP2",588.4226
"2400","Particpant404","Persian","item24","DP1","DP1",516.1532204
"2401","Particpant405","Persian","item01","DP2","DP1",307.8199071
"2402","Particpant405","Persian","item02","DP2","DP2",466.1934615
"2403","Particpant405","Persian","item03","DP1","DP1",167.958444
"2404","Particpant405","Persian","item04","DP1","DP2",316.0324083
"2405","Particpant405","Persian","item05","DP2","DP1",687.1615497
"2406","Particpant405","Persian","item06","DP2","DP2",435.8740548
"2407","Particpant405","Persian","item07","DP1","DP1",890.6649987
"2408","Particpant405","Persian","item08","DP1","DP2",324.9099009
"2409","Particpant405","Persian","item09","DP2","DP1",190.34112537
"2410","Particpant405","Persian","item10","DP2","DP2",589.3269768
"2411","Particpant405","Persian","item11","DP1","DP1",574.216564
"2412","Particpant405","Persian","item12","DP1","DP2",500.4236304
"2413","Particpant405","Persian","item13","DP2","DP1",686.0523159
"2414","Particpant405","Persian","item14","DP2","DP2",452.470425
"2415","Particpant405","Persian","item15","DP1","DP1",374.3626323
"2416","Particpant405","Persian","item16","DP1","DP2",402.9323943
"2417","Particpant405","Persian","item17","DP2","DP1",629.683922
"2418","Particpant405","Persian","item18","DP2","DP2",963.4739296
"2419","Particpant405","Persian","item19","DP1","DP1",455.4194572
"2420","Particpant405","Persian","item20","DP1","DP2",612.273006
"2421","Particpant405","Persian","item21","DP2","DP1",1390.5085796
"2422","Particpant405","Persian","item22","DP2","DP2",353.7622914
"2423","Particpant405","Persian","item23","DP1","DP1",1299.7637956
"2424","Particpant405","Persian","item24","DP1","DP2",674.3270104
"2425","Particpant406","Persian","item01","DP2","DP2",302.530287
"2426","Particpant406","Persian","item02","DP1","DP1",505.6024542
"2427","Particpant406","Persian","item03","DP1","DP2",418.204809
"2428","Particpant406","Persian","item04","DP2","DP1",402.1585893
"2429","Particpant406","Persian","item05","DP2","DP2",208.79063151
"2430","Particpant406","Persian","item06","DP1","DP1",407.7167046
"2431","Particpant406","Persian","item07","DP1","DP2",396.4242561
"2432","Particpant406","Persian","item08","DP2","DP1",360.8059269
"2433","Particpant406","Persian","item09","DP2","DP2",297.3513798
"2434","Particpant406","Persian","item10","DP1","DP1",276.61890675
"2435","Particpant406","Persian","item11","DP1","DP2",429.7338692
"2436","Particpant406","Persian","item12","DP2","DP1",632.5944084
"2437","Particpant406","Persian","item13","DP2","DP2",532.3581501
"2438","Particpant406","Persian","item14","DP1","DP1",259.06891125
"2439","Particpant406","Persian","item15","DP1","DP2",280.9732467
"2440","Particpant406","Persian","item16","DP2","DP1",380.6001528
"2441","Particpant406","Persian","item17","DP2","DP2",767.8072936
"2442","Particpant406","Persian","item18","DP1","DP1",1196.5892688
"2443","Particpant406","Persian","item19","DP1","DP2",299.66634916
"2444","Particpant406","Persian","item20","DP2","DP1",866.0491992
"2445","Particpant406","Persian","item21","DP2","DP2",677.08356
"2446","Particpant406","Persian","item22","DP1","DP1",265.81785208
"2447","Particpant406","Persian","item23","DP1","DP2",505.3608596
"2448","Particpant406","Persian","item24","DP2","DP1",544.7775304
"2449","Particpant407","Persian","item01","DP1","DP1",195.3753555
"2450","Particpant407","Persian","item02","DP1","DP2",1039.2984759
"2451","Particpant407","Persian","item03","DP2","DP1",387.7385691
"2452","Particpant407","Persian","item04","DP2","DP2",519.3898374
"2453","Particpant407","Persian","item05","DP1","DP1",264.04595559
"2454","Particpant407","Persian","item06","DP1","DP2",496.0196286
"2455","Particpant407","Persian","item07","DP2","DP1",365.389824
"2456","Particpant407","Persian","item08","DP2","DP2",280.3734888
"2457","Particpant407","Persian","item09","DP1","DP1",194.47605783
"2458","Particpant407","Persian","item10","DP1","DP2",472.6764372
"2459","Particpant407","Persian","item11","DP2","DP1",490.841152
"2460","Particpant407","Persian","item12","DP2","DP2",432.661072
"2461","Particpant407","Persian","item13","DP1","DP1",283.53891717
"2462","Particpant407","Persian","item14","DP1","DP2",317.2208067
"2463","Particpant407","Persian","item15","DP2","DP1",580.1067708
"2464","Particpant407","Persian","item16","DP2","DP2",207.75911436
"2465","Particpant407","Persian","item17","DP1","DP1",507.9491968
"2466","Particpant407","Persian","item18","DP1","DP2",571.0861044
"2467","Particpant407","Persian","item19","DP2","DP1",942.734912
"2468","Particpant407","Persian","item20","DP2","DP2",472.7306124
"2469","Particpant407","Persian","item21","DP1","DP1",517.3910908
"2470","Particpant407","Persian","item22","DP1","DP2",565.7174724
"2471","Particpant407","Persian","item23","DP2","DP1",383.06574588
"2472","Particpant407","Persian","item24","DP2","DP2",515.4946016
"2473","Particpant408","Persian","item01","DP1","DP2",272.51107662
"2474","Particpant408","Persian","item02","DP2","DP1",696.9757797
"2475","Particpant408","Persian","item03","DP2","DP2",208.03593525
"2476","Particpant408","Persian","item04","DP1","DP1",217.10798004
"2477","Particpant408","Persian","item05","DP1","DP2",408.6453711
"2478","Particpant408","Persian","item06","DP2","DP1",329.9943207
"2479","Particpant408","Persian","item07","DP2","DP2",193.98226758
"2480","Particpant408","Persian","item08","DP1","DP1",185.93339796
"2481","Particpant408","Persian","item09","DP1","DP2",306.6646884
"2482","Particpant408","Persian","item10","DP2","DP1",258.11983803
"2483","Particpant408","Persian","item11","DP2","DP2",451.8098016
"2484","Particpant408","Persian","item12","DP1","DP1",593.512676
"2485","Particpant408","Persian","item13","DP1","DP2",299.01176838
"2486","Particpant408","Persian","item14","DP2","DP1",270.6981846
"2487","Particpant408","Persian","item15","DP2","DP2",261.40608099
"2488","Particpant408","Persian","item16","DP1","DP1",224.94175407
"2489","Particpant408","Persian","item17","DP1","DP2",393.7901462
"2490","Particpant408","Persian","item18","DP2","DP1",627.7201832
"2491","Particpant408","Persian","item19","DP2","DP2",218.43348532
"2492","Particpant408","Persian","item20","DP1","DP1",322.19356104
"2493","Particpant408","Persian","item21","DP1","DP2",353.3227492
"2494","Particpant408","Persian","item22","DP2","DP1",479.1378632
"2495","Particpant408","Persian","item23","DP2","DP2",270.78268704
"2496","Particpant408","Persian","item24","DP1","DP1",534.71994
"2497","Particpant409","Persian","item01","DP2","DP1",622.7529741
"2498","Particpant409","Persian","item02","DP2","DP2",383.7554838
"2499","Particpant409","Persian","item03","DP1","DP1",364.5123585
"2500","Particpant409","Persian","item04","DP1","DP2",284.369676
"2501","Particpant409","Persian","item05","DP2","DP1",240.86281791
"2502","Particpant409","Persian","item06","DP2","DP2",390.4706019
"2503","Particpant409","Persian","item07","DP1","DP1",349.866942
"2504","Particpant409","Persian","item08","DP1","DP2",323.3237592
"2505","Particpant409","Persian","item09","DP2","DP1",320.2254393
"2506","Particpant409","Persian","item10","DP2","DP2",160.60550868
"2507","Particpant409","Persian","item11","DP1","DP1",327.81091968
"2508","Particpant409","Persian","item12","DP1","DP2",433.1850148
"2509","Particpant409","Persian","item13","DP2","DP1",530.9112645
"2510","Particpant409","Persian","item14","DP2","DP2",273.13705443
"2511","Particpant409","Persian","item15","DP1","DP1",311.0742216
"2512","Particpant409","Persian","item16","DP1","DP2",416.3159922
"2513","Particpant409","Persian","item17","DP2","DP1",393.76327868
"2514","Particpant409","Persian","item18","DP2","DP2",250.06749264
"2515","Particpant409","Persian","item19","DP1","DP1",307.40928684
"2516","Particpant409","Persian","item20","DP1","DP2",337.7458744
"2517","Particpant409","Persian","item21","DP2","DP1",688.4730856
"2518","Particpant409","Persian","item22","DP2","DP2",196.918778
"2519","Particpant409","Persian","item23","DP1","DP1",494.7869324
"2520","Particpant409","Persian","item24","DP1","DP2",322.01335104
"2521","Particpant41","Persian","item01","DP2","DP2",248.68951422
"2522","Particpant41","Persian","item02","DP1","DP1",518.8011738
"2523","Particpant41","Persian","item03","DP1","DP2",341.2498176
"2524","Particpant41","Persian","item04","DP2","DP1",416.7228213
"2525","Particpant41","Persian","item05","DP2","DP2",290.77396914
"2526","Particpant41","Persian","item06","DP1","DP1",399.0113619
"2527","Particpant41","Persian","item07","DP1","DP2",271.00524876
"2528","Particpant41","Persian","item08","DP2","DP1",296.78915526
"2529","Particpant41","Persian","item09","DP2","DP2",261.59205582
"2530","Particpant41","Persian","item10","DP1","DP1",422.221179
"2531","Particpant41","Persian","item11","DP1","DP2",891.2927216
"2532","Particpant41","Persian","item12","DP2","DP1",773.0075092
"2533","Particpant41","Persian","item13","DP2","DP2",405.3353436
"2534","Particpant41","Persian","item14","DP1","DP1",542.6410149
"2535","Particpant41","Persian","item15","DP1","DP2",306.8415792
"2536","Particpant41","Persian","item16","DP2","DP1",298.64925711
"2537","Particpant41","Persian","item17","DP2","DP2",451.3972296
"2538","Particpant41","Persian","item18","DP1","DP1",257.87989872
"2539","Particpant41","Persian","item19","DP1","DP2",335.51558276
"2540","Particpant41","Persian","item20","DP2","DP1",449.9921648
"2541","Particpant41","Persian","item21","DP2","DP2",261.05120404
"2542","Particpant41","Persian","item22","DP1","DP1",417.5660472
"2543","Particpant41","Persian","item23","DP1","DP2",258.29184568
"2544","Particpant41","Persian","item24","DP2","DP1",311.08862952
"2545","Particpant410","Persian","item01","DP2","DP2",399.8396763
"2546","Particpant410","Persian","item02","DP1","DP1",345.687951
"2547","Particpant410","Persian","item03","DP1","DP2",374.4412542
"2548","Particpant410","Persian","item04","DP2","DP1",275.3807205
"2549","Particpant410","Persian","item05","DP2","DP2",349.4405103
"2550","Particpant410","Persian","item06","DP1","DP1",520.6937451
"2551","Particpant410","Persian","item07","DP1","DP2",603.3979524
"2552","Particpant410","Persian","item08","DP2","DP1",306.4821945
"2553","Particpant410","Persian","item09","DP2","DP2",231.21099168
"2554","Particpant410","Persian","item10","DP1","DP1",609.0978744
"2555","Particpant410","Persian","item11","DP1","DP2",298.90586464
"2556","Particpant410","Persian","item12","DP2","DP1",567.5760584
"2557","Particpant410","Persian","item13","DP2","DP2",526.8488565
"2558","Particpant410","Persian","item14","DP1","DP1",371.6687196
"2559","Particpant410","Persian","item15","DP1","DP2",402.4223163
"2560","Particpant410","Persian","item16","DP2","DP1",238.84680447
"2561","Particpant410","Persian","item17","DP2","DP2",547.6029744
"2562","Particpant410","Persian","item18","DP1","DP1",480.0398148
"2563","Particpant410","Persian","item19","DP1","DP2",353.60399672
"2564","Particpant410","Persian","item20","DP2","DP1",606.745114
"2565","Particpant410","Persian","item21","DP2","DP2",787.0411992
"2566","Particpant410","Persian","item22","DP1","DP1",231.67154656
"2567","Particpant410","Persian","item23","DP1","DP2",283.80336488
"2568","Particpant410","Persian","item24","DP2","DP1",365.41356312
"2569","Particpant411","Persian","item01","DP1","DP1",485.0357463
"2570","Particpant411","Persian","item02","DP1","DP2",311.5816062
"2571","Particpant411","Persian","item03","DP2","DP1",343.4277486
"2572","Particpant411","Persian","item04","DP2","DP2",414.5192709
"2573","Particpant411","Persian","item05","DP1","DP1",311.0987994
"2574","Particpant411","Persian","item06","DP1","DP2",377.3736729
"2575","Particpant411","Persian","item07","DP2","DP1",419.545179
"2576","Particpant411","Persian","item08","DP2","DP2",424.6353453
"2577","Particpant411","Persian","item09","DP1","DP1",928.525695
"2578","Particpant411","Persian","item10","DP1","DP2",704.2104516
"2579","Particpant411","Persian","item11","DP2","DP1",585.7696408
"2580","Particpant411","Persian","item12","DP2","DP2",699.8742592
"2581","Particpant411","Persian","item13","DP1","DP1",536.1573993
"2582","Particpant411","Persian","item14","DP1","DP2",290.93309235
"2583","Particpant411","Persian","item15","DP2","DP1",615.5953653
"2584","Particpant411","Persian","item16","DP2","DP2",336.1176
"2585","Particpant411","Persian","item17","DP1","DP1",446.1594892
"2586","Particpant411","Persian","item18","DP1","DP2",813.7986608
"2587","Particpant411","Persian","item19","DP2","DP1",853.3979596
"2588","Particpant411","Persian","item20","DP2","DP2",751.6498852
"2589","Particpant411","Persian","item21","DP1","DP1",795.9906292
"2590","Particpant411","Persian","item22","DP1","DP2",393.12062264
"2591","Particpant411","Persian","item23","DP2","DP1",813.5182076
"2592","Particpant411","Persian","item24","DP2","DP2",1064.51287
"2593","Particpant412","Persian","item01","DP1","DP2",289.16776515
"2594","Particpant412","Persian","item02","DP2","DP1",394.8793239
"2595","Particpant412","Persian","item03","DP2","DP2",427.5415233
"2596","Particpant412","Persian","item04","DP1","DP1",476.6190225
"2597","Particpant412","Persian","item05","DP1","DP2",405.5642115
"2598","Particpant412","Persian","item06","DP2","DP1",774.509766
"2599","Particpant412","Persian","item07","DP2","DP2",294.94277358
"2600","Particpant412","Persian","item08","DP1","DP1",377.6707536
"2601","Particpant412","Persian","item09","DP1","DP2",359.4393693
"2602","Particpant412","Persian","item10","DP2","DP1",497.0485272
"2603","Particpant412","Persian","item11","DP2","DP2",618.0187112
"2604","Particpant412","Persian","item12","DP1","DP1",440.4982844
"2605","Particpant412","Persian","item13","DP1","DP2",412.5709974
"2606","Particpant412","Persian","item14","DP2","DP1",220.50430071
"2607","Particpant412","Persian","item15","DP2","DP2",443.5928607
"2608","Particpant412","Persian","item16","DP1","DP1",647.5035243
"2609","Particpant412","Persian","item17","DP1","DP2",396.70663068
"2610","Particpant412","Persian","item18","DP2","DP1",522.2257216
"2611","Particpant412","Persian","item19","DP2","DP2",538.4662452
"2612","Particpant412","Persian","item20","DP1","DP1",519.5710304
"2613","Particpant412","Persian","item21","DP1","DP2",529.0475284
"2614","Particpant412","Persian","item22","DP2","DP1",251.74945688
"2615","Particpant412","Persian","item23","DP2","DP2",733.5592944
"2616","Particpant412","Persian","item24","DP1","DP1",523.66146
"2617","Particpant413","Persian","item01","DP2","DP1",742.1534847
"2618","Particpant413","Persian","item02","DP2","DP2",333.4771998
"2619","Particpant413","Persian","item03","DP1","DP1",505.279347
"2620","Particpant413","Persian","item04","DP1","DP2",284.55618246
"2621","Particpant413","Persian","item05","DP2","DP1",509.3994126
"2622","Particpant413","Persian","item06","DP2","DP2",441.7430064
"2623","Particpant413","Persian","item07","DP1","DP1",312.9655224
"2624","Particpant413","Persian","item08","DP1","DP2",322.9783047
"2625","Particpant413","Persian","item09","DP2","DP1",538.0324545
"2626","Particpant413","Persian","item10","DP2","DP2",277.98282906
"2627","Particpant413","Persian","item11","DP1","DP1",644.28905
"2628","Particpant413","Persian","item12","DP1","DP2",214.45741836
"2629","Particpant413","Persian","item13","DP2","DP1",596.170068
"2630","Particpant413","Persian","item14","DP2","DP2",323.1629892
"2631","Particpant413","Persian","item15","DP1","DP1",279.35553837
"2632","Particpant413","Persian","item16","DP1","DP2",440.533659
"2633","Particpant413","Persian","item17","DP2","DP1",980.2488852
"2634","Particpant413","Persian","item18","DP2","DP2",351.29281076
"2635","Particpant413","Persian","item19","DP1","DP1",276.37421932
"2636","Particpant413","Persian","item20","DP1","DP2",627.53937
"2637","Particpant413","Persian","item21","DP2","DP1",505.8011892
"2638","Particpant413","Persian","item22","DP2","DP2",393.42416372
"2639","Particpant413","Persian","item23","DP1","DP1",607.6365356
"2640","Particpant413","Persian","item24","DP1","DP2",437.7502528
"2641","Particpant414","Persian","item01","DP2","DP2",357.841284
"2642","Particpant414","Persian","item02","DP1","DP1",412.0702788
"2643","Particpant414","Persian","item03","DP1","DP2",389.3274618
"2644","Particpant414","Persian","item04","DP2","DP1",255.13499718
"2645","Particpant414","Persian","item05","DP2","DP2",422.5074597
"2646","Particpant414","Persian","item06","DP1","DP1",346.0219557
"2647","Particpant414","Persian","item07","DP1","DP2",429.4161978
"2648","Particpant414","Persian","item08","DP2","DP1",684.8640462
"2649","Particpant414","Persian","item09","DP2","DP2",680.1164952
"2650","Particpant414","Persian","item10","DP1","DP1",365.0409636
"2651","Particpant414","Persian","item11","DP1","DP2",522.5012644
"2652","Particpant414","Persian","item12","DP2","DP1",542.5300196
"2653","Particpant414","Persian","item13","DP2","DP2",243.72547332
"2654","Particpant414","Persian","item14","DP1","DP1",405.9459189
"2655","Particpant414","Persian","item15","DP1","DP2",555.5403573
"2656","Particpant414","Persian","item16","DP2","DP1",495.0317967
"2657","Particpant414","Persian","item17","DP2","DP2",340.48785788
"2658","Particpant414","Persian","item18","DP1","DP1",575.2382108
"2659","Particpant414","Persian","item19","DP1","DP2",618.469212
"2660","Particpant414","Persian","item20","DP2","DP1",423.3637604
"2661","Particpant414","Persian","item21","DP2","DP2",677.2056296
"2662","Particpant414","Persian","item22","DP1","DP1",358.47959896
"2663","Particpant414","Persian","item23","DP1","DP2",366.9428072
"2664","Particpant414","Persian","item24","DP2","DP1",695.9609884
"2665","Particpant415","Persian","item01","DP1","DP1",604.126407
"2666","Particpant415","Persian","item02","DP1","DP2",567.0978588
"2667","Particpant415","Persian","item03","DP2","DP1",607.8667836
"2668","Particpant415","Persian","item04","DP2","DP2",589.5680598
"2669","Particpant415","Persian","item05","DP1","DP1",431.5891446
"2670","Particpant415","Persian","item06","DP1","DP2",342.9770832
"2671","Particpant415","Persian","item07","DP2","DP1",228.38933304
"2672","Particpant415","Persian","item08","DP2","DP2",454.9954197
"2673","Particpant415","Persian","item09","DP1","DP1",1122.9151569
"2674","Particpant415","Persian","item10","DP1","DP2",816.2381919
"2675","Particpant415","Persian","item11","DP2","DP1",694.5928424
"2676","Particpant415","Persian","item12","DP2","DP2",289.97969984
"2677","Particpant415","Persian","item13","DP1","DP1",330.3850896
"2678","Particpant415","Persian","item14","DP1","DP2",847.2382302
"2679","Particpant415","Persian","item15","DP2","DP1",1318.8494397
"2680","Particpant415","Persian","item16","DP2","DP2",164.27274981
"2681","Particpant415","Persian","item17","DP1","DP1",454.4054288
"2682","Particpant415","Persian","item18","DP1","DP2",605.9113484
"2683","Particpant415","Persian","item19","DP2","DP1",548.1620424
"2684","Particpant415","Persian","item20","DP2","DP2",668.3197448
"2685","Particpant415","Persian","item21","DP1","DP1",1186.7109656
"2686","Particpant415","Persian","item22","DP1","DP2",351.81471636
"2687","Particpant415","Persian","item23","DP2","DP1",468.5991124
"2688","Particpant415","Persian","item24","DP2","DP2",545.989568
"2689","Particpant419","Persian","item01","DP1","DP2",756.0050337
"2690","Particpant419","Persian","item02","DP2","DP1",449.2959987
"2691","Particpant419","Persian","item03","DP2","DP2",602.1502098
"2692","Particpant419","Persian","item04","DP1","DP1",293.66406315
"2693","Particpant419","Persian","item05","DP1","DP2",624.573681
"2694","Particpant419","Persian","item06","DP2","DP1",282.57099009
"2695","Particpant419","Persian","item07","DP2","DP2",448.2592065
"2696","Particpant419","Persian","item08","DP1","DP1",613.7826843
"2697","Particpant419","Persian","item09","DP1","DP2",459.1992012
"2698","Particpant419","Persian","item10","DP2","DP1",523.9910004
"2699","Particpant419","Persian","item11","DP2","DP2",1043.2190072
"2700","Particpant419","Persian","item12","DP1","DP1",556.7707788
"2701","Particpant419","Persian","item13","DP1","DP2",305.5410486
"2702","Particpant419","Persian","item14","DP2","DP1",759.2078712
"2703","Particpant419","Persian","item15","DP2","DP2",230.57643612
"2704","Particpant419","Persian","item16","DP1","DP1",459.2032776
"2705","Particpant419","Persian","item17","DP1","DP2",561.6574816
"2706","Particpant419","Persian","item18","DP2","DP1",623.7223868
"2707","Particpant419","Persian","item19","DP2","DP2",749.2130704
"2708","Particpant419","Persian","item20","DP1","DP1",612.9461612
"2709","Particpant419","Persian","item21","DP1","DP2",511.7557168
"2710","Particpant419","Persian","item22","DP2","DP1",407.5053652
"2711","Particpant419","Persian","item23","DP2","DP2",557.3933516
"2712","Particpant419","Persian","item24","DP1","DP1",375.22420536
"2713","Particpant42","Persian","item01","DP1","DP1",500.3352129
"2714","Particpant42","Persian","item02","DP1","DP2",595.4679699
"2715","Particpant42","Persian","item03","DP2","DP1",392.2078194
"2716","Particpant42","Persian","item04","DP2","DP2",652.695348
"2717","Particpant42","Persian","item05","DP1","DP1",438.6546459
"2718","Particpant42","Persian","item06","DP1","DP2",865.5261087
"2719","Particpant42","Persian","item07","DP2","DP1",484.538748
"2720","Particpant42","Persian","item08","DP2","DP2",552.7169484
"2721","Particpant42","Persian","item09","DP1","DP1",548.3376237
"2722","Particpant42","Persian","item10","DP1","DP2",769.4757372
"2723","Particpant42","Persian","item11","DP2","DP1",1049.770226
"2724","Particpant42","Persian","item12","DP2","DP2",763.2453932
"2725","Particpant42","Persian","item13","DP1","DP1",465.1286718
"2726","Particpant42","Persian","item14","DP1","DP2",589.9532442
"2727","Particpant42","Persian","item15","DP2","DP1",680.8152963
"2728","Particpant42","Persian","item16","DP2","DP2",456.3868503
"2729","Particpant42","Persian","item17","DP1","DP1",691.5817432
"2730","Particpant42","Persian","item18","DP1","DP2",715.5943612
"2731","Particpant42","Persian","item19","DP2","DP1",671.4636
"2732","Particpant42","Persian","item20","DP2","DP2",986.0572628
"2733","Particpant42","Persian","item21","DP1","DP1",809.1463196
"2734","Particpant42","Persian","item22","DP1","DP2",941.8402156
"2735","Particpant42","Persian","item23","DP2","DP1",664.4086384
"2736","Particpant42","Persian","item24","DP2","DP2",626.7619828
"2737","Particpant420","Persian","item01","DP2","DP1",607.9691574
"2738","Particpant420","Persian","item02","DP2","DP2",506.6862534
"2739","Particpant420","Persian","item03","DP1","DP1",350.6202351
"2740","Particpant420","Persian","item04","DP1","DP2",316.4863863
"2741","Particpant420","Persian","item05","DP2","DP1",204.20985849
"2742","Particpant420","Persian","item06","DP2","DP2",569.1675006
"2743","Particpant420","Persian","item07","DP1","DP1",234.58910427
"2744","Particpant420","Persian","item08","DP1","DP2",380.6941248
"2745","Particpant420","Persian","item09","DP2","DP1",519.9552003
"2746","Particpant420","Persian","item10","DP2","DP2",380.9964135
"2747","Particpant420","Persian","item11","DP1","DP1",342.35847816
"2748","Particpant420","Persian","item12","DP1","DP2",502.369852
"2749","Particpant420","Persian","item13","DP2","DP1",483.6424533
"2750","Particpant420","Persian","item14","DP2","DP2",452.4215526
"2751","Particpant420","Persian","item15","DP1","DP1",669.4573479
"2752","Particpant420","Persian","item16","DP1","DP2",448.9184076
"2753","Particpant420","Persian","item17","DP2","DP1",365.04590664
"2754","Particpant420","Persian","item18","DP2","DP2",161.63392032
"2755","Particpant420","Persian","item19","DP1","DP1",355.369921
"2756","Particpant420","Persian","item20","DP1","DP2",347.5716032
"2757","Particpant420","Persian","item21","DP2","DP1",777.4409796
"2758","Particpant420","Persian","item22","DP2","DP2",175.068791
"2759","Particpant420","Persian","item23","DP1","DP1",953.4442036
"2760","Particpant420","Persian","item24","DP1","DP2",679.186494
"2761","Particpant421","Persian","item01","DP2","DP2",452.8926873
"2762","Particpant421","Persian","item02","DP1","DP1",329.2040439
"2763","Particpant421","Persian","item03","DP1","DP2",390.9710067
"2764","Particpant421","Persian","item04","DP2","DP1",324.7649421
"2765","Particpant421","Persian","item05","DP2","DP2",272.43752952
"2766","Particpant421","Persian","item06","DP1","DP1",445.1499663
"2767","Particpant421","Persian","item07","DP1","DP2",276.99668346
"2768","Particpant421","Persian","item08","DP2","DP1",555.0113562
"2769","Particpant421","Persian","item09","DP2","DP2",239.93517663
"2770","Particpant421","Persian","item10","DP1","DP1",318.6090732
"2771","Particpant421","Persian","item11","DP1","DP2",429.847046
"2772","Particpant421","Persian","item12","DP2","DP1",408.6174932
"2773","Particpant421","Persian","item13","DP2","DP2",145.39149681
"2774","Particpant421","Persian","item14","DP1","DP1",236.37273264
"2775","Particpant421","Persian","item15","DP1","DP2",437.8609353
"2776","Particpant421","Persian","item16","DP2","DP1",655.355973
"2777","Particpant421","Persian","item17","DP2","DP2",304.22111448
"2778","Particpant421","Persian","item18","DP1","DP1",279.807196
"2779","Particpant421","Persian","item19","DP1","DP2",539.907784
"2780","Particpant421","Persian","item20","DP2","DP1",509.3383036
"2781","Particpant421","Persian","item21","DP2","DP2",431.368442
"2782","Particpant421","Persian","item22","DP1","DP1",298.56076304
"2783","Particpant421","Persian","item23","DP1","DP2",400.827508
"2784","Particpant421","Persian","item24","DP2","DP1",372.10527212
"2785","Particpant43","Persian","item01","DP1","DP2",599.2789815
"2786","Particpant43","Persian","item02","DP2","DP1",846.5445012
"2787","Particpant43","Persian","item03","DP2","DP2",946.581744
"2788","Particpant43","Persian","item04","DP1","DP1",834.163401
"2789","Particpant43","Persian","item05","DP1","DP2",578.2315191
"2790","Particpant43","Persian","item06","DP2","DP1",675.9304488
"2791","Particpant43","Persian","item07","DP2","DP2",681.1856547
"2792","Particpant43","Persian","item08","DP1","DP1",653.58921
"2793","Particpant43","Persian","item09","DP1","DP2",495.0919947
"2794","Particpant43","Persian","item10","DP2","DP1",647.0055156
"2795","Particpant43","Persian","item11","DP2","DP2",985.58337
"2796","Particpant43","Persian","item12","DP1","DP1",607.0585136
"2797","Particpant43","Persian","item13","DP1","DP2",285.221571
"2798","Particpant43","Persian","item14","DP2","DP1",384.9299052
"2799","Particpant43","Persian","item15","DP2","DP2",430.752378
"2800","Particpant43","Persian","item16","DP1","DP1",915.1407495
"2801","Particpant43","Persian","item17","DP1","DP2",633.6462884
"2802","Particpant43","Persian","item18","DP2","DP1",382.75631692
"2803","Particpant43","Persian","item19","DP2","DP2",491.069236
"2804","Particpant43","Persian","item20","DP1","DP1",664.6652164
"2805","Particpant43","Persian","item21","DP1","DP2",594.2064096
"2806","Particpant43","Persian","item22","DP2","DP1",556.3950452
"2807","Particpant43","Persian","item23","DP2","DP2",474.0293996
"2808","Particpant43","Persian","item24","DP1","DP1",704.3111784
"2809","Particpant45","Persian","item01","DP2","DP1",322.6234458
"2810","Particpant45","Persian","item02","DP2","DP2",319.3751481
"2811","Particpant45","Persian","item03","DP1","DP1",452.4645228
"2812","Particpant45","Persian","item04","DP1","DP2",762.9578553
"2813","Particpant45","Persian","item05","DP2","DP1",601.5776928
"2814","Particpant45","Persian","item06","DP2","DP2",644.9369682
"2815","Particpant45","Persian","item07","DP1","DP1",423.3355962
"2816","Particpant45","Persian","item08","DP1","DP2",218.32283487
"2817","Particpant45","Persian","item09","DP2","DP1",497.7440433
"2818","Particpant45","Persian","item10","DP2","DP2",398.5288683
"2819","Particpant45","Persian","item11","DP1","DP1",644.0834644
"2820","Particpant45","Persian","item12","DP1","DP2",694.786312
"2821","Particpant45","Persian","item13","DP2","DP1",398.4479415
"2822","Particpant45","Persian","item14","DP2","DP2",373.2916914
"2823","Particpant45","Persian","item15","DP1","DP1",538.4905656
"2824","Particpant45","Persian","item16","DP1","DP2",312.6624246
"2825","Particpant45","Persian","item17","DP2","DP1",468.8550536
"2826","Particpant45","Persian","item18","DP2","DP2",782.1686092
"2827","Particpant45","Persian","item19","DP1","DP1",556.971816
"2828","Particpant45","Persian","item20","DP1","DP2",732.3710364
"2829","Particpant45","Persian","item21","DP2","DP1",399.31194788
"2830","Particpant45","Persian","item22","DP2","DP2",366.1631552
